Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
MRVL.OQ,Marvell Technology Inc,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.0993,0.14101,0.1112,0.0821,0.1259,0.14679999999999999,0.2241,0.1509,0.1048,0.1157,0.1245,0.0418,0.081,0.1507,0.1252,0.0556,0.0733,0.0815,0.11630000000000001,0.08599
MU.OQ,Micron Technology Inc,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.0322,0.0229,-0.041299999999999996,-0.11289999999999999,-0.3259,0.2852,0.0203,-0.1276,-0.0349,0.376,0.23309999999999997,0.0054,0.3679,0.5774,0.2146,0.0864,0.16820000000000002,0.20190000000000002,-0.10339000000000001,0.03298
MSFT.OQ,Microsoft Corp,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.29469999999999996,0.3335,0.47350000000000003,0.48810000000000003,0.3859,0.43764000000000003,0.4484,0.3754,0.311,0.26170000000000004,0.24100000000000002,0.29363,0.35850000000000004,0.39030000000000004,0.3981,0.4014,0.47100000000000003,0.45020000000000004,0.39329000000000003,0.3713
NVDA.OQ,NVIDIA Corp,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.0852,0.21586,0.28800000000000003,0.35109999999999997,0.1267,0.0872,0.1305,0.1586,0.12539999999999998,0.0935,0.1421,0.1382,0.3257,0.4404,0.4928,0.3323,0.7783,0.51759,0.3435,0.99299
NWG.L,NatWest Group PLC,Banks,LONDON STOCK EXCHANGE,0.14679999999999999,0.14389,0.14938,0.10668,-0.06704,-0.02993,0.00299,0.008199999999999999,0.027999999999999997,-0.0482,0.0731,0.0735,0.0492,0.0687,0.08109999999999999,0.12118999999999999,0.0159,0.0981,0.1012,0.121
NAB.AX,National Australia Bank Ltd,Banks,ASX - ALL MARKETS,0.17143899999999998,0.15304,0.16280999999999998,0.1333,0.11685000000000001,0.132,0.1245,0.142,0.145,0.11800000000000001,0.12,0.12526,0.13425,0.11715,0.10060000000000001,0.06625,0.1057,0.11699999999999999,0.13039,0.11599999999999999
NA.TO,National Bank of Canada,Banks,TORONTO STOCK EXCHANGE,0.1591,0.1364,0.1789,0.20120000000000002,0.12560000000000002,0.1638,0.177,0.177,0.1856,0.19699999999999998,0.185,0.17600000000000002,0.155,0.183,0.185,0.18,0.1515,0.1807,0.188,0.168
NTAP.OQ,NetApp Inc,"Technology Hardware, Storage & Peripherals",NASDAQ/NGS (GLOBAL SELECT MARKET),0.1431,0.16390000000000002,0.21660000000000001,0.2562,0.2191,0.24710000000000001,0.2766,0.2309,0.1866,0.22769999999999999,0.2401,0.2011,0.2713,0.39490000000000003,0.7418,1.4174,1.9784,1.5877000000000001,1.2318,1.1931
NTRS.OQ,Northern Trust Corp,Capital Markets,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1578,0.16229,0.16870000000000002,0.1821,0.1714,0.1273,0.1009,0.0859,0.0883,0.09539999999999998,0.09759999999999999,0.11539999999999999,0.11410000000000001,0.1091,0.162,0.1343,0.1069,0.1258,0.127,0.1
OCBC.SI,Oversea-Chinese Banking Corporation Ltd,Banks,SINGAPORE EXCHANGE,0.105494,0.10678000000000001,0.14499399999999998,0.13756000000000002,0.08517,0.09974999999999999,0.11333,0.10516,0.125,0.11599999999999999,0.12279,0.1189,0.09707,0.11199999999999999,0.115,0.113,0.076,0.09609,0.10869,0.1334
PNC.N,PNC Financial Services Group Inc,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.16820000000000002,0.15234999999999999,0.13970000000000002,0.11460000000000001,0.0319,0.0665,0.10880000000000001,0.1035,0.08310000000000001,0.10880000000000001,0.0916,0.095,0.0885,0.0885,0.1183,0.115,0.1176,0.10779999999999999,0.1352,0.1167
PKO.WA,Powszechna Kasa Oszczednosci Bank Polski SA,Banks,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET,0.2089,0.18960000000000002,0.22384,0.26207,0.25949,0.1341,0.15397,0.1723,0.1577,0.13,0.12330999999999999,0.0901,0.09140000000000001,0.0901,0.0993,0.0999,0.11789,0.121,0.0911,0.316
PGR.N,Progressive Corp,Insurance,"NEW YORK STOCK EXCHANGE, INC.",0.3103,0.23227,0.2409,0.2256,0.20620000000000002,0.214,0.171,0.1595,0.145,0.15689999999999998,0.1734,0.16690000000000002,0.1304,0.1693,0.29143,0.2501,0.2848,0.1158,0.153,0.19820000000000002
QBE.AX,QBE Insurance Group Ltd,Insurance,ASX - ALL MARKETS,0.212078,0.22937000000000002,0.26072,0.2682,0.18789,0.19307,0.13159,0.08349000000000001,0.07,0.07009,0.069,0.08289999999999999,0.08639,-0.02696,0.08295,0.08868999999999999,-0.10369,0.09269,0.09480000000000001,0.1438
QCOM.OQ,Qualcomm Inc,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1772,0.20920000000000002,0.2151,0.2084,0.156,0.1977,0.2006,0.2137,0.2273,0.24,0.2165,0.21050000000000002,0.2043,0.34369999999999995,1.4812,0.8768,1.2243000000000002,1.0195,0.48799,0.4824
RF.N,Regions Financial Corp,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.079,0.105,0.09910000000000001,0.08130000000000001,-0.3344,-0.0727,-0.0547,0.016,0.07200000000000001,0.0775,0.0673,0.0626,0.0688,0.079,0.1164,0.0966,0.062400000000000004,0.13169,0.1229,0.1329
ROP.OQ,Roper Technologies Inc,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.091,0.11911,0.13140000000000002,0.13970000000000002,0.14300000000000002,0.1133,0.1183,0.1437,0.1436,0.1432,0.1447,0.135,0.12140000000000001,0.15410000000000001,0.1689,0.1591,0.1348,0.13699999999999998,0.0698,0.1072
SAPG.DE,SAP SE,Software,XETRA,0.3125,0.2876,0.31296,0.30640999999999996,0.32398000000000005,0.2776,0.29549,0.2994,0.2685,0.2661,0.2351,0.21100000000000002,0.18789999999999998,0.20579999999999998,0.1912,0.20489000000000002,0.2114,0.2316,0.1208,0.19039999999999999
STMPA.PA,STMicroelectronics NV,Semiconductors & Semiconductor Equipment,EURONEXT - EURONEXT PARIS,0.0782,0.044500000000000005,0.08529999999999999,0.07732,0.03954,-0.10978,0.02933,0.0524,-0.042199999999999994,-0.036000000000000004,0.050199999999999995,0.0341,0.05628999999999999,0.1704,0.2024,0.15460000000000002,0.14279999999999998,0.22649999999999998,0.3616,0.28699
SGE.L,Sage Group PLC,Software,LONDON STOCK EXCHANGE,0.1805,0.17797999999999997,0.17082,0.16424,0.15886,0.1606,0.1672,0.16516999999999998,0.23170000000000002,0.3,0.3259,0.313,0.3106,0.2822,0.21829,0.1895,0.18100000000000002,0.20973,0.23466,0.3056
SGE.L,Sage Group PLC,Software,LONDON STOCK EXCHANGE,0.18030000000000002,0.1805,0.17797999999999997,0.17082,0.16424,0.15886,0.1606,0.1672,0.16516999999999998,0.23170000000000002,0.3,0.3259,0.313,0.3106,0.2822,0.21829,0.1895,0.18100000000000002,0.20973,0.23466
CRM.N,Salesforce Inc,Software,"NEW YORK STOCK EXCHANGE, INC.",0.0458,0.1316,0.10039999999999999,0.0406,0.0636,0.0928,0.1432,0.1352,0.1242,0.0828,0.0974,0.11289999999999999,0.1128,0.1174,0.1707,0.10278999999999999,0.1215,0.0935,0.08669,0.1371
SAMPO.HE,Sampo Oyj,Insurance,NASDAQ HELSINKI LTD,0.2463,0.2429,0.2048,0.55286,0.10919000000000001,0.0842,0.13383,0.1166,0.1475,0.138,0.14279999999999998,0.1483,0.1414,0.1788,0.13369999999999999,0.0975,0.0032,0.2121,0.13118,0.163
SPL1.WA,Santander Bank Polska SA,Banks,WARSAW STOCK EXCHANGE/EQUITIES/MAIN MARKET,0.1585,0.15919,0.20184000000000002,0.22654,0.17514,0.14901,0.15524,0.16949999999999998,0.16670000000000001,0.17422,0.12596,0.151,0.1106,0.122,0.11900000000000001,0.08460000000000001,0.044000000000000004,0.047,0.10400000000000001,0.15039999999999998
SDR.L,Schroders PLC,Capital Markets,LONDON STOCK EXCHANGE,0.0768,0.13817000000000002,0.15883,0.1909,0.12673,0.09591,0.13856,0.17064000000000001,0.1426,0.16260000000000002,0.17190000000000003,0.1813,0.17225000000000001,0.1898,0.1686,0.1515,0.1448,0.16719,0.111,0.11444000000000001
STX.OQ,Seagate Technology Holdings PLC,"Technology Hardware, Storage & Peripherals",NASDAQ/NGS (GLOBAL SELECT MARKET),0.2707,0.19210000000000002,0.1734,0.3094,-0.1155,0.8040999999999999,0.2229,0.9990000000000001,0.5792,0.5535,0.5169,0.2967,0.8331999999999999,1.0624,0.7186,0.664,1.1423,4.9541,-0.29359999999999997,-0.5254
